Realisation number,Variable,index,Lag-2 AC,Smax,Lag-10 AC,Lag-1 AC,Standard deviation,Coefficient of variation,Variance,Skewness,Kurtosis
50,Brachionus,0,-0.7357328913094957,-0.39047619047619053,-0.5554818849159365,-0.8006156760596733,-0.06161496566421975,-0.4840634619938432,-0.06161496566421975,0.3830925882074355,0.7443523561449207
51,Chlorella,0,-0.6996448022732655,0.8380952380952382,-0.3466256215960218,-0.5461046649301445,0.8345252190385982,0.7674638882311153,0.8345252190385982,0.13663272555055647,0.10319677954061095
51,Brachionus,0,0.034904096613781674,0.33333333333333337,0.5066066777172626,0.23210987449680323,0.5963059436419607,0.3570447549135686,0.5963059436419607,0.4924934880416766,0.14004262372720813
52,Chlorella,0,-0.726829268292683,0.6857142857142857,-0.3849869760833531,-0.7271134264740706,0.6763438313994791,0.5939379587970638,0.6763438313994791,0.4871892019891073,0.6690504380771963
52,Brachionus,0,-0.5073644328676297,-0.028571428571428574,-0.12877101586549847,-0.6412976556950036,-0.17423632488752072,-0.633151787828558,-0.17423632488752072,0.09201989107269713,-0.42098034572578735
53,Chlorella,0,-0.8174757281553399,0.2761904761904762,0.4639829505091167,-0.83310442813166,0.26715605020127875,0.21847028179019656,0.26715605020127875,0.74643618280843,0.4026995027231826
53,Brachionus,0,-0.7010655931802037,-0.6476190476190476,0.5525455837082642,-0.796163864551267,-0.3700213118636041,-0.48008524745441633,-0.3700213118636041,-0.5798247691214776,-0.35060383613544877
54,Chlorella,0,-0.8412502959981056,0.6285714285714286,-0.36130712763438316,-0.797679374852001,0.5908122188017997,0.5011129528771016,0.5908122188017997,0.13293866919251718,-0.5246033625384797
54,Brachionus,0,-0.813402794222117,-0.8571428571428572,-0.04655458205067488,-0.8097087378640777,-0.855931802036467,-0.9013023916646935,-0.855931802036467,0.5495145631067961,0.048922566895571874
55,Chlorella,0,-0.7447312337201042,0.380952380952381,0.4641723892967085,-0.7297655695003553,0.8522377456784277,0.8220222590575421,0.8522377456784277,-0.7786407766990292,-0.759128581577078
55,Brachionus,0,-0.6889415107743311,-0.34285714285714286,0.33004972768174284,-0.680322045938906,0.2541794932512432,-0.18787591759412742,0.2541794932512432,0.840966137816718,-0.7105375325597917
56,Chlorella,0,-0.6046412502959981,0.7428571428571429,-0.14326308311626806,-0.5573762727918542,0.7214302628463178,0.633909542978925,0.7214302628463178,0.6641250295998107,0.5932749230404926
56,Brachionus,0,-0.46085721051385276,0.1523809523809524,0.3120530428605257,-0.37352592943405166,0.37883021548662094,-0.18380298366090458,0.37883021548662094,0.4760123135211935,0.5616386455126687
57,Chlorella,0,-0.6714184229220933,0.7238095238095239,-0.6454653090220223,-0.5734785697371537,0.8380298366090457,0.8065829978688137,0.8380298366090457,0.3355434525219039,0.08624200805114847
57,Brachionus,0,-0.4872839213829032,0.36190476190476195,-0.6570210750651196,-0.40108927302865266,0.45640539900544635,-0.15690267582287473,0.45640539900544635,-0.3742836845844187,0.48671560502012784
58,Chlorella,0,-0.5721524982240114,0.9238095238095239,-0.640161022969453,-0.5385271134264741,0.83632488752072,0.782713710632252,0.83632488752072,-0.3789249348804168,0.169310916410135
58,Brachionus,0,-0.24821217144210275,0.8476190476190477,-0.6160075775515037,-0.22131186360407296,0.638550793274923,0.5090693819559555,0.638550793274923,0.15832346672981293,0.06815060383613546
59,Chlorella,0,-0.9178782855789723,0.942857142857143,-0.3815770779067014,-0.9103954534690978,0.9331281079801089,0.9232772910253375,0.9331281079801089,0.783566185176415,0.06379351172152498
59,Brachionus,0,-0.8934406819796353,-0.8190476190476191,0.6609992896045466,-0.8977977740942459,-0.06691925171678902,-0.5652379824769123,-0.06691925171678902,-0.42533743784039785,-0.07478096140184703
60,Chlorella,0,-0.9478096140184703,0.3523809523809524,-0.21572341937011605,-0.9319914752545584,0.6605256926355672,0.4978924934880417,0.6605256926355672,0.34624674402083827,-0.05640539900544637
60,Brachionus,0,-0.8049727681742838,-0.6571428571428571,0.4153919014918305,-0.6493488041676533,-0.6705659483779304,-0.7896282263793512,-0.6705659483779304,0.0777172626095193,-0.09846080985081695
61,Chlorella,0,-0.9226142552687664,0.9047619047619049,-0.5666587733838504,-0.8852000947193939,0.8936301207672271,0.8829268292682927,0.8936301207672271,0.5488515273502249,-0.17745678427658063
61,Brachionus,0,-0.8975136159128583,-0.380952380952381,-0.4731707317073171,-0.8865261662325361,0.08870471228984135,-0.451195832346673,0.08870471228984135,0.11399479043334124,0.3692635567132371
62,Chlorella,0,-0.8780014207909069,0.8571428571428572,-0.37267345488988873,-0.8144447075538718,0.8154866208856264,0.7616860052095666,0.8154866208856264,0.6863840871418423,-0.6253847975372958
62,Brachionus,0,-0.7118636040729339,-0.5523809523809524,-0.05915226142552688,-0.6627042386928724,-0.5030073407530192,-0.7091167416528534,-0.5030073407530192,-0.012645039071749941,-0.5731944115557661
63,Chlorella,0,-0.6368458441865973,0.7523809523809525,-0.25957849869760835,-0.6250059199621122,0.869381955955482,0.8556476438550794,0.869381955955482,0.7640539900544636,0.4483542505327966
63,Brachionus,0,-0.5995264030310206,-0.09523809523809525,-0.714136869524035,-0.4359460099455364,0.31972531375799196,-0.15074591522614258,0.31972531375799196,-0.6108927302865261,-0.6807009235140896
64,Chlorella,0,-0.35524508643144687,0.7333333333333334,-0.5828557897229458,-0.3022969452995501,0.8104664930144447,0.7854605730523325,0.8104664930144447,0.40279422211697846,0.3344068197963533
64,Brachionus,0,-0.12412976556950035,0.5428571428571428,-0.2940563580393086,0.11210040255742364,0.589770305470045,0.3517404688609993,0.589770305470045,-0.13350698555529245,0.5270660667771726
65,Chlorella,0,-0.9325597916173337,0.7523809523809525,0.23315178782855792,-0.9091641013497513,0.7982476912147762,0.7396163864551267,0.7982476912147762,0.6430026047833295,0.2443286762964717
65,Brachionus,0,-0.8805588444233957,-0.7809523809523811,0.652000947193938,-0.8691925171678901,0.039545346909779774,-0.3831873076012314,0.039545346909779774,0.47222353776935827,0.5964006630357566
66,Chlorella,0,-0.7806298839687426,0.5523809523809524,0.5978214539426947,-0.6665877338385034,0.5734785697371537,0.31934643618280845,0.5734785697371537,0.7196305943641961,0.5902439024390244
66,Brachionus,0,-0.7884915936538006,-0.7809523809523811,0.5214776225432157,-0.815770779067014,-0.7122424816481175,-0.832251953587497,-0.7122424816481175,-0.6865735259294341,0.7161259767937486
67,Chlorella,0,-0.2600520956665877,0.5619047619047619,-0.30959033862183283,-0.16154392611887283,0.5021548662088563,0.408666824532323,0.5021548662088563,0.4834004262372721,0.610229694529955
67,Brachionus,0,-0.11626805588444233,0.380952380952381,0.13540137343121006,-0.2592943405162207,0.18711816244376037,0.03206251479990528,0.18711816244376037,-0.026663509353540137,0.49400899834241063
68,Chlorella,0,-0.9153208619464837,0.39047619047619053,-0.06256215960217855,-0.8561212408240587,0.4783802983660905,0.3982476912147762,0.4783802983660905,0.37759886336727444,0.5123845607388113
68,Brachionus,0,-0.8687189201989108,-0.5904761904761905,0.3740942457968269,-0.8632251953587498,-0.5287710158654985,-0.6479280132607151,-0.5287710158654985,-0.5643855079327493,-0.4340516220696188
69,Chlorella,0,-0.775609756097561,0.380952380952381,-0.04674402083826664,-0.6987923277291026,0.32578735496092825,0.17035282974188967,0.32578735496092825,0.3571394743073644,-0.08368458441865972
69,Brachionus,0,-0.6839213829031494,-0.6285714285714286,0.16893203883495145,-0.6351408950982714,-0.41738100876154394,-0.6146815060383614,-0.41738100876154394,0.2714184229220933,-0.6734075301918068
70,Chlorella,0,-0.7688846791380536,0.5523809523809524,-0.7022969452995501,-0.7712526639829506,0.4156760596732181,0.30201278711816243,0.4156760596732181,0.02325361117688847,-0.08860999289604546
70,Brachionus,0,-0.6846791380535164,-0.14285714285714285,-0.6388349514563108,-0.7070329149893442,-0.11314231588917832,-0.18115084063461995,-0.11314231588917832,0.30438077196305946,-0.5620175230878522
71,Chlorella,0,-0.9371063225195359,0.8857142857142858,-0.6444233956902676,-0.9000710395453468,0.9275396637461522,0.9056594837793038,0.9275396637461522,0.436230168126924,0.33222827373904806
71,Brachionus,0,-0.9279185413213354,-0.2285714285714286,-0.5451574709921857,-0.9036703765095904,0.6725550556476438,0.43537769358276107,0.6725550556476438,-0.333080748283211,-0.10130239166469335
72,Chlorella,0,-0.7825242718446602,0.4952380952380953,0.2730286526166233,-0.7324177125266399,0.6010419133317547,0.5095429789249348,0.6010419133317547,0.5731944115557661,-0.6312573999526403
72,Brachionus,0,-0.7304286052569264,-0.6190476190476191,-0.07838029836609046,-0.773241771252664,-0.5265924698081933,-0.7726734548898887,-0.5265924698081933,-0.6796590101823349,0.3722945773147052
73,Chlorella,0,-0.9413686952403506,0.8095238095238096,0.6616623253611177,-0.8988396874260005,0.8222116978451338,0.78896519062278,0.8222116978451338,0.46578261899123846,-0.2397821453942695
73,Brachionus,0,-0.9454416291735732,-0.6571428571428571,0.7109164101349752,-0.9040492540847739,-0.5180677243665641,-0.7332701870708028,-0.5180677243665641,0.27312337201041914,-0.19564290788538954
74,Chlorella,0,-0.8632251953587498,0.8857142857142858,-0.18219275396637463,-0.8262846317783566,0.8060146815060384,0.6692398768647881,0.8060146815060384,0.7702107506511958,0.09287236561686005
74,Brachionus,0,-0.832346672981293,-0.3523809523809524,0.36159128581577077,-0.8584892256689557,-0.4749704001894388,-0.6034098981766517,-0.4749704001894388,-0.5270660667771726,-0.15917594127397586
75,Chlorella,0,-0.585034335780251,0.8095238095238096,-0.6840161022969453,-0.4979872128818376,0.8696661141368696,0.83310442813166,0.8696661141368696,0.2363722472176178,-0.08728392138290315
75,Brachionus,0,-0.7265451101112953,-0.6380952380952382,0.36376983187307604,-0.6703765095903386,0.30532796590101824,-0.3266398295050912,0.30532796590101824,-0.18503433578025102,0.16163864551266874
76,Chlorella,0,-0.8714657826189913,0.8761904761904763,0.049964480227326545,-0.8545110111295289,0.8952403504617571,0.8285578972294578,0.8952403504617571,-0.6418659720577788,-0.8103717736206488
76,Brachionus,0,-0.7916173336490647,-0.17142857142857143,-0.1001657589391428,-0.7501302391664694,-0.17764622306417238,-0.43935590812218805,-0.17764622306417238,0.7005919962112243,0.6053042860525694
77,Chlorella,0,-0.8531849396163864,0.7714285714285715,-0.3260715131423159,-0.8366090457021075,0.8037414160549373,0.772484016102297,0.8037414160549373,0.16609045702107506,0.32720814586786645
77,Brachionus,0,-0.8483542505327967,-0.7428571428571429,0.28287946957139476,-0.8547951693109165,-0.4821690741179257,-0.7296708501065594,-0.4821690741179257,0.6875207198673929,-0.29670850106559316
78,Chlorella,0,-0.838692872365617,0.33333333333333337,0.14458915462941038,-0.8045938905991002,0.21553398058252426,0.14866208856263322,0.21553398058252426,0.03035756571157945,0.19052806062041205
78,Brachionus,0,-0.8295998105612125,-0.46666666666666673,0.7103480937721999,-0.8238219275396638,-0.29102533743784037,-0.37987212881837557,-0.29102533743784037,0.7004972768174283,0.01955955481884916
79,Chlorella,0,-0.8684347620175231,0.6952380952380953,0.532275633435946,-0.80942457968269,0.9072697134738338,0.8569737153682216,0.9072697134738338,0.6556002841581814,0.03774567842765806
79,Brachionus,0,-0.8195595548188492,-0.761904761904762,0.44560738811271605,-0.8258110348093773,-0.6057778830215487,-0.8038361354487332,-0.6057778830215487,-0.34795169310916413,0.6854368932038835
80,Chlorella,0,-0.8798958086668246,0.9523809523809524,0.10556476438550794,-0.8388823111532087,0.9372010419133318,0.9226142552687664,0.9372010419133318,0.6326781908595785,0.0511011129528771
80,Brachionus,0,-0.6744494435235615,0.01904761904761905,0.4809377219985792,-0.6717973004972768,0.7672744494435236,0.5568079564290789,0.7672744494435236,0.13682216433814823,0.3251243192043571
81,Chlorella,0,-0.6860999289604547,0.7047619047619048,-0.23021548662088567,-0.7073170731707317,0.7671797300497277,0.7233246507222354,0.7671797300497277,-0.1777409424579683,-0.13956902675822877
81,Brachionus,0,-0.42486384087141843,-0.2285714285714286,0.625195358749704,-0.46928723656168597,-0.1966848212171442,-0.43679848448969927,-0.1966848212171442,0.4580156286999763,-0.4985555292446129
82,Chlorella,0,-0.6328676296471702,0.6476190476190476,0.03964006630357566,-0.6337201041913332,0.6311626805588444,0.4975136159128582,0.6311626805588444,0.6704712289841345,0.6547478096140185
82,Brachionus,0,-0.5758465545820507,-0.5904761904761905,0.10262846317783567,-0.6097560975609757,-0.6939616386455126,-0.8406819796353304,-0.6939616386455126,-0.4104664930144447,0.23514089509827138
83,Chlorella,0,-0.8256215960217855,0.8761904761904763,-0.47951693109164106,-0.7908595784986977,0.7079801089273029,0.610987449680322,0.7079801089273029,-0.30239166469334594,-0.5536822164338149
83,Brachionus,0,-0.13483305706843476,0.2380952380952381,-0.18058252427184468,-0.028084300260478333,0.15093535401373434,-0.3751361591285816,0.15093535401373434,-0.1907174994080038,0.04636514326308312
84,Chlorella,0,-0.869381955955482,0.4761904761904762,0.16987923277291025,-0.8561212408240587,0.1403267819085958,0.048543689320388356,0.1403267819085958,-0.08463177835661853,0.7468150603836136
84,Brachionus,0,-0.8955245086431447,-0.8857142857142858,0.4998816007577551,-0.8872839213829032,-0.7182098034572579,-0.8034572578735496,-0.7182098034572579,0.5166469334596259,0.7443523561449207
85,Chlorella,0,-0.6997395216670613,0.5333333333333333,-0.5965901018233484,-0.6950982713710633,0.3784513379114374,0.21098744968032207,0.3784513379114374,-0.6667771726260953,-0.0581103480937722
85,Brachionus,0,-0.30542268529481414,-0.4571428571428572,-0.4036466966611414,-0.42713710632251956,-0.4193701160312574,-0.6286999763201516,-0.4193701160312574,0.6053990054463652,-0.2799431683637225
86,Chlorella,0,-0.9201515510300735,0.7714285714285715,-0.015391901491830454,-0.8839687426000474,0.8204120293630122,0.769263556713237,0.8204120293630122,-0.4274212645039072,-0.5791617333649065
86,Brachionus,0,-0.5109637698318731,0.26666666666666666,0.2117452048306891,-0.5107743310442814,0.00648827847501776,-0.37058962822637936,0.00648827847501776,-0.6615676059673219,0.6153445417949325
87,Chlorella,0,-0.6785223774567843,0.7809523809523811,-0.7397111058489226,-0.6436656405399006,0.7457731470518589,0.6540847738574473,0.7457731470518589,0.6396874260004737,0.5524508643144684
87,Brachionus,0,-0.7594127397584656,-0.7238095238095239,-0.4476912147762254,-0.7295761307127635,-0.6843949798721288,-0.7847028179019655,-0.6843949798721288,0.6057778830215487,0.7503196779540612
88,Chlorella,0,-0.6449917120530428,0.8,-0.5612597679374852,-0.5915699739521668,0.8974188965190624,0.8600047359696898,0.8974188965190624,0.5111532086194649,-0.15964953824295525
88,Brachionus,0,-0.47336017049490886,0.6380952380952382,0.33184939616386455,-0.4309258820743547,0.8431446838740233,0.7580866682453232,0.8431446838740233,0.5854132133554346,-0.5052806062041203
89,Chlorella,0,-0.9639119109637699,0.8190476190476191,0.2972768174283685,-0.9412739758465547,0.881979635330334,0.8605730523324652,0.881979635330334,0.6926355671323704,0.12952877101586552
89,Brachionus,0,-0.9115320861946484,-0.7142857142857143,0.6017996684821217,-0.9160786170968506,-0.5318020364669667,-0.7630120767227091,-0.5318020364669667,-0.2117452048306891,-0.06852948141131897
90,Chlorella,0,-0.852048306890836,0.980952380952381,0.5192043570921147,-0.8147288657352593,0.9626805588444235,0.9596495382429552,0.9626805588444235,0.2711342647407057,-0.3540137343121004
90,Brachionus,0,-0.7070329149893442,0.1619047619047619,0.679564290788539,-0.5953587497040019,0.795311390007104,0.5731944115557661,0.795311390007104,-0.004593890599100166,0.21761780724603363
91,Chlorella,0,-0.7816717973004973,0.9238095238095239,-0.6899834241060857,-0.7174520483068909,0.9275396637461522,0.9152261425526877,0.9275396637461522,0.1378640776699029,-0.5443049964480228
91,Brachionus,0,-0.6084300260478333,0.380952380952381,-0.43045228510537537,-0.5609756097560976,0.7574236324887521,0.4660667771726261,0.7574236324887521,-0.2697134738337675,0.10708027468624201
92,Chlorella,0,-0.8577314705185887,0.942857142857143,-0.8969452995500828,-0.6889415107743311,0.9662798958086669,0.9617333649064647,0.9662798958086669,0.09666114136869525,-0.41037177362064886
92,Brachionus,0,-0.8754439971584183,0.761904761904762,-0.6932038834951456,-0.864551266871892,0.8973241771252665,0.8090457021075066,0.8973241771252665,0.265356381719157,-0.26033625384797543
93,Chlorella,0,-0.890693819559555,0.9238095238095239,-0.4305470044991712,-0.8806535638171916,0.8939142789486147,0.8627515983897703,0.8939142789486147,-0.02884205541084537,-0.5043334122661615
93,Brachionus,0,-0.6557897229457732,-0.4,0.4040255742363249,-0.6526639829505092,-0.2807956429078854,-0.5329386691925172,-0.2807956429078854,0.7679374852000947,-0.7564764385507933
94,Chlorella,0,-0.8639829505091168,0.9142857142857144,0.7991948851527351,-0.8404925408477386,0.8771489462467441,0.862941037177362,0.8771489462467441,0.3423632488752072,-0.22254321572341937
94,Brachionus,0,-0.7198200331517879,-0.6380952380952382,0.6334359460099456,-0.666966611413687,-0.32455600284158187,-0.504049254084774,-0.32455600284158187,-0.057826189912384564,-0.0010892730286526167
95,Chlorella,0,-0.866161496566422,0.6571428571428571,-0.29055174046886106,-0.8227800142079091,0.7466256215960217,0.694529955008288,0.7466256215960217,0.4780961401847028,0.7158418186123608
95,Brachionus,0,-0.7921856500118399,0.33333333333333337,-0.3632962349040966,-0.7167890125503197,0.44248164811745205,0.3474780961401847,0.44248164811745205,-0.17556239640066304,0.6729339332228275
96,Chlorella,0,-0.8687189201989108,0.7238095238095239,0.4369879232772911,-0.8744020838266635,0.5948851527350225,0.5150367037650959,0.5948851527350225,-0.1631541558134028,0.7381008761543927
96,Brachionus,0,-0.5736680085247454,-0.7047619047619048,0.6697134738337674,-0.7705896282263794,-0.40677243665640545,-0.6309732417712527,-0.40677243665640545,0.7411318967558609,0.7088325834714658
97,Chlorella,0,-0.9286762964717026,0.9142857142857144,-0.6814586786644566,-0.8878522377456785,0.9463888231115322,0.9339805825242719,0.9463888231115322,-0.010750651195832347,-0.06493014444707554
97,Brachionus,0,-0.6646933459625859,0.2571428571428572,-0.640161022969453,-0.23154155813402794,0.7897229457731471,0.5601231352119347,0.7897229457731471,0.46616149656642203,-0.2533270187070803
98,Chlorella,0,-0.7138527113426475,0.40952380952380957,0.3506985555292446,-0.6507695950745915,0.7002131186360407,0.6276580629883969,0.7002131186360407,0.47563343594600993,0.5665640539900545
98,Brachionus,0,-0.7506038361354488,-0.6761904761904762,0.6707553871655222,-0.7172626095192991,0.18247691214776227,-0.19213829031494198,0.18247691214776227,-0.4833057068434762,0.20227326545110114
99,Chlorella,0,-0.9259294340516222,0.6857142857142857,-0.4512905517404689,-0.9065119583234669,0.8343357802510064,0.8008998342410609,0.8343357802510064,0.6515273502249586,0.1551977267345489
99,Brachionus,0,-0.9055647643855079,-0.9333333333333335,0.40705659483779305,-0.8643618280843003,-0.7461520246270424,-0.8461757044754914,-0.7461520246270424,-0.1847501775988634,0.2955718683400426
100,Chlorella,0,-0.9381482358512907,0.8476190476190477,0.42069618754439975,-0.9174046886099928,0.5198673928486859,0.39275396637461524,0.5198673928486859,0.6518115084063463,0.632299313284395
100,Brachionus,0,-0.905470044991712,-0.7904761904761906,0.29452995500828794,-0.9178782855789723,-0.7798721288183755,-0.8438077196305944,-0.7798721288183755,-0.2458441865972058,0.7896282263793512
